,song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,tempo,valence
1066,Blue Tacoma,Russell Dickerson,0.0209,0.458,211240,0.894,0.0,-4.903,160.125,0.709
1067,May We All,Florida Georgia Line,0.0406,0.488,226173,0.915,0.0,-4.255,75.019,0.637
1068,Last Time for Everything,Brad Paisley,0.422,0.482,230832,0.739,1.87e-05,-5.476,155.932,0.596
1069,Getting Over You,Jackie Lee,0.0527,0.442,173187,0.784,0.0,-4.001,170.139,0.554
1070,Flatliner (feat. Dierks Bentley),Cole Swindell,0.00434,0.555,177067,0.896,0.0,-3.295,114.995,0.558
1071,Like You That Way,Canaan Smith,0.0551,0.41,158667,0.738,0.0,-3.833,184.059,0.592
1072,Hometown Girl,Josh Turner,0.273,0.507,216187,0.81,0.0567,-5.628,156.004,0.492
1073,Star Of The Show,Thomas Rhett,0.129,0.69,181200,0.626,0.0,-5.831,101.958,0.652
1074,Either Way,Chris Stapleton,0.865,0.641,248053,0.0628,4.08e-06,-14.155,129.004,0.289
1075,No Such Thing as a Broken Heart,Old Dominion,0.279,0.655,178840,0.785,0.0,-4.022,171.969,0.931
1076,There’s A Girl,Trent Harmon,0.2,0.529,215600,0.803,0.0,-5.379,97.043,0.343
1077,The Fighter,Keith Urban,0.0304,0.681,184040,0.845,0.0,-5.147,132.023,0.761
1078,Despacito - Remix,Luis Fonsi,0.229,0.694,228827,0.815,0.0,-4.328,88.931,0.826
1079,Felices los 4,Maluma,0.231,0.755,229849,0.789,0.0,-4.502,93.973,0.734
1080,SUBEME LA RADIO,Enrique Iglesias,0.0744,0.684,208163,0.823,0.0,-3.297,91.048,0.645
1081,Me Rehúso,Danny Ocean,0.0258,0.746,205741,0.794,0.0,-6.331,104.827,0.471
1082,El Amante,Nicky Jam,0.243,0.683,219507,0.691,0.0,-5.535,179.91,0.746
1083,Escápate Conmigo,Wisin,0.0245,0.747,232787,0.864,4.46e-05,-3.181,92.028,0.746
1084,Ahora Dice,Chris Jeday,0.286,0.706,271080,0.689,0.0,-5.533,144.127,0.42
1085,Chantaje,Shakira,0.168,0.859,195613,0.756,4.65e-05,-3.36,102.033,0.913
1086,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,0.0277,0.489,194942,0.962,6.18e-06,-2.597,104.563,0.507
1087,Sigo Extrañándote,J Balvin,0.154,0.889,201280,0.853,0.000107,-4.26,93.022,0.916
1088,Otra Vez (feat. J Balvin),Zion & Lennox,0.0559,0.832,209453,0.772,0.000486,-5.429,96.016,0.714
1089,La Rompe Corazones,Daddy Yankee,0.116,0.685,204520,0.859,0.0,-2.595,176.018,0.886
1090,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,0.27,0.639,307910,0.869,0.0,-4.024,169.801,0.766
1091,Despacito (Featuring Daddy Yankee),Luis Fonsi,0.209,0.66,228200,0.786,0.0,-4.757,177.833,0.849
1092,Reggaetón Lento (Bailemos),CNCO,0.4,0.761,222560,0.838,0.0,-3.073,93.974,0.717
1093,Hey DJ,CNCO,0.0309,0.792,205520,0.819,0.0,-5.418,89.98,0.45
1094,Me Llamas (feat. Maluma) - Remix,Piso 21,0.547,0.76,210323,0.838,1.3e-06,-3.828,93.05,0.74
1095,Me Enamoré,Shakira,0.211,0.711,225813,0.875,0.000198,-2.211,103.637,0.929
1096,Tu Foto,Ozuna,0.205,0.735,193118,0.482,0.000194,-9.21,175.907,0.783
1097,Vente Pa' Ca,Ricky Martin,0.00431,0.663,259196,0.92,1.69e-05,-4.07,99.935,0.521
1098,Safari,J Balvin,0.551,0.508,205600,0.687,3.41e-06,-4.361,180.044,0.565
1099,Alguien Robo,Sebastian Yatra,0.0897,0.745,223613,0.921,0.0,-2.674,92.973,0.645
1100,Vacaciones,Wisin,0.256,0.772,238800,0.909,0.0,-3.225,96.031,0.679
1101,Te Quiero Pa´Mi,Don Omar,0.125,0.761,211627,0.82,2.1e-05,-4.003,88.997,0.619
1102,Ay Mi Dios,IAmChino,0.167,0.761,252003,0.829,0.0,-3.203,92.033,0.82
1103,Traicionera,Sebastian Yatra,0.142,0.776,228467,0.669,0.0,-4.933,91.012,0.646
1104,Si Tú La Ves,Nicky Jam,0.204,0.685,221027,0.731,0.0,-5.119,177.912,0.776
1105,Lumbra,Cali Y El Dandee,0.053,0.724,197087,0.84,0.0,-3.581,92.01,0.833
1106,La Bicicleta,Carlos Vives,0.206,0.746,227457,0.961,1.84e-06,-2.243,179.984,0.954
1107,Bailame,Nacho,0.163,0.817,207200,0.869,0.00226,-4.791,96.029,0.56
1108,Dile Que Tu Me Quieres,Ozuna,0.0998,0.721,226400,0.687,0.0,-6.682,175.914,0.828
1109,Deja vu,Prince Royce,0.39,0.732,196480,0.801,0.0,-3.859,123.981,0.818
1110,Sé Que Te Duele,Alejandro Fernandez,0.245,0.682,228147,0.858,0.0,-4.711,94.954,0.772
1111,Borro Cassette,Maluma,0.132,0.73,207307,0.701,0.0,-5.885,175.95,0.789
1112,DUELE EL CORAZON,Enrique Iglesias,0.0786,0.724,200813,0.904,0.0,-3.354,90.999,0.851
1113,Andas En Mi Cabeza,Chino & Nacho,0.0244,0.68,247493,0.954,0.0,-1.823,104.029,0.524
1114,Chillax,Farruko,0.0724,0.827,197840,0.646,0.0,-4.727,92.057,0.51
1115,Hasta el Amanecer,Nicky Jam,0.282,0.832,198707,0.608,0.0,-6.042,94.013,0.579
1116,Bailame Despacio,Xantos,0.163,0.688,240000,0.719,0.0,-4.746,88.015,0.589
1117,Shaky Shaky,Daddy Yankee,0.076,0.899,234320,0.626,0.0,-4.228,88.007,0.871
1118,Besándote,Piso 21,0.0345,0.724,181048,0.809,0.0,-4.96,95.037,0.495
1119,Ando buscando (feat. Piso 21),Carlos Baute,0.0685,0.712,199281,0.841,7.87e-05,-5.432,98.003,0.656
1120,Hula Hoop,Daddy Yankee,0.113,0.801,236493,0.822,0.00424,-4.655,176.048,0.938
1121,Qué Gano Olvidándote - Versión Urbana,Reik,0.0869,0.49,246853,0.894,0.0,-1.708,197.989,0.656
1122,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,0.234,0.768,219227,0.742,0.0,-6.308,114.679,0.8
1123,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,0.0821,0.725,246653,0.711,0.0,-4.544,93.003,0.476
1124,Tú Sí Sabes Quererme,Natalia Lafourcade,0.803,0.612,245493,0.57,3.29e-05,-9.62,169.842,0.813
1125,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,0.189,0.67,276688,0.679,0.0,-5.618,172.069,0.794
1126,Fuego,Juanes,0.0525,0.779,166600,0.659,0.0,-5.455,95.003,0.924
1127,Al Filo de Tu Amor,Carlos Vives,0.051,0.712,214072,0.901,0.0,-4.699,97.98,0.84
1128,Young And Menace,Fall Out Boy,0.0983,0.648,223800,0.833,0.001,-5.116,108.001,0.301
1129,"Sugar, We're Goin Down",Fall Out Boy,0.00898,0.499,229093,0.824,0.0,-4.741,161.977,0.692
1130,Centuries,Fall Out Boy,0.004,0.385,228360,0.866,0.0,-2.817,176.014,0.548
1131,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,0.0313,0.561,186827,0.927,2.34e-05,-4.374,152.011,0.562
1132,Immortals,Fall Out Boy,0.00139,0.613,189387,0.874,1.82e-06,-3.594,108.038,0.532
1133,Uma Thurman,Fall Out Boy,0.119,0.623,211573,0.956,0.000227,-2.608,149.958,0.718
1134,"Dance, Dance",Fall Out Boy,0.00494,0.616,180267,0.961,0.0,-3.144,114.492,0.531
1135,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,0.000965,0.607,212040,0.889,0.0,-4.034,100.034,0.376
1136,Bad Liar,Selena Gomez,0.177,0.95,214648,0.412,0.0,-6.592,121.019,0.741
1137,Despacito - Remix,Luis Fonsi,0.222,0.63,228827,0.815,0.0,-4.265,88.357,0.814
1138,Thunder,Imagine Dragons,0.00593,0.608,187761,0.841,0.0573,-3.798,167.969,0.25
1139,Attention,Charlie Puth,0.0969,0.774,211475,0.626,3.12e-05,-4.432,100.041,0.758
1140,There's Nothing Holdin' Me Back,Shawn Mendes,0.381,0.857,199440,0.8,0.0,-4.035,121.996,0.965
1141,Quit (feat. Ariana Grande),Cashmere Cat,0.102,0.44,258188,0.413,1.7e-05,-7.425,131.659,0.125
1142,The Cure,Lady Gaga,0.0745,0.696,211364,0.503,0.0,-4.842,99.977,0.539
1143,First Time,Kygo,0.197,0.633,193511,0.592,0.0,-7.245,90.066,0.643
1144,No Vacancy,OneRepublic,0.062,0.711,223190,0.722,0.0,-3.946,99.954,0.483
1145,Most Girls,Hailee Steinfeld,0.0485,0.76,204400,0.588,0.0,-7.082,102.974,0.384
1146,Malibu,Miley Cyrus,0.0577,0.565,231906,0.782,4.16e-05,-6.413,140.004,0.392
1147,Stay (with Alessia Cara),Zedd,0.238,0.457,210091,0.627,0.0,-5.091,101.384,0.535
1148,1-800-273-8255,Logic,0.56,0.622,250200,0.593,0.0,-7.755,100.048,0.361
1149,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.15,0.703,193613,0.868,0.132,-4.661,121.03,0.732
1150,Now Or Never,Halsey,0.115,0.66,214802,0.575,1.59e-06,-4.934,110.091,0.485
1151,No Promises (feat. Demi Lovato),Cheat Codes,0.0575,0.741,223504,0.667,0.0,-5.445,112.956,0.609
1152,Slow Hands,Niall Horan,0.0133,0.726,188174,0.429,0.0,-6.623,85.899,0.874
1153,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,0.0283,0.656,197253,0.615,0.0,-6.252,139.91,0.364
1154,Good Life (with G-Eazy & Kehlani),G-Eazy,0.00464,0.565,225526,0.771,0.0,-5.22,168.385,0.551
1155,The Night We Met,Lord Huron,0.97,0.549,206933,0.371,0.132,-9.56,87.024,0.117
1156,Rollin,Calvin Harris,0.45,0.754,272667,0.762,6.67e-05,-4.486,92.002,0.673
1157,Obsession (feat. Jon Bellion),Vice,0.00728,0.741,221983,0.559,0.000971,-7.775,101.999,0.441
1158,Whippin (feat. Felix Snow),Kiiara,0.549,0.87,160597,0.502,0.00356,-7.497,82.53,0.676
1159,Symphony,Clean Bandit,0.281,0.718,214867,0.609,3.29e-05,-4.699,122.948,0.47
1160,Break Up Every Night,The Chainsmokers,0.00411,0.624,207520,0.806,0.0,-5.957,149.999,0.536
1161,Unforgettable,French Montana,0.0293,0.726,233833,0.769,0.0101,-5.043,97.985,0.75
1162,HUMBLE.,Kendrick Lamar,0.000339,0.905,177604,0.596,2.05e-05,-7.496,149.996,0.419
1163,do re mi,Blackbear,0.00517,0.747,212027,0.592,1.48e-05,-6.334,110.991,0.16
1164,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0.075,0.696,216409,0.817,0.0,-3.862,98.064,0.779
1165,Whatever It Takes,Imagine Dragons,0.0355,0.673,201601,0.676,0.0,-5.002,134.944,0.568
1166,Touch,Little Mix,0.032,0.607,213307,0.718,0.0,-4.095,101.821,0.521
1167,Selfish,Future,0.0303,0.415,251423,0.369,7.64e-06,-10.044,95.746,0.0951
1168,It Ain’t Me (with Selena Gomez),Kygo,0.0905,0.648,220781,0.532,0.0,-6.597,99.983,0.497
1169,Mama,Jonas Blue,0.128,0.747,184134,0.799,0.0,-4.066,104.02,0.537
1170,The One,The Chainsmokers,0.238,0.76,177573,0.303,8.09e-06,-11.362,99.991,0.157
1171,Nights With You,MØ,0.401,0.763,197495,0.671,1.16e-05,-4.029,120.06,0.608
1172,TG4M,Zara Larsson,0.0235,0.667,172893,0.648,1.52e-05,-6.398,95.031,0.585
1173,Mask Off,Future,0.0102,0.833,204600,0.434,0.0219,-8.795,150.062,0.286
1174,Bon Appétit,Katy Perry,0.122,0.803,227292,0.793,5.81e-05,-5.769,106.035,0.54
1175,Sign of the Times,Harry Styles,0.0275,0.516,340707,0.595,0.0,-4.63,119.972,0.209
1176,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,0.00246,0.532,200733,0.778,0.000111,-6.69,169.923,0.242
1177,Issues,Julia Michaels,0.416,0.704,176347,0.423,0.0,-6.792,113.962,0.45
1178,That's What I Like,Bruno Mars,0.013,0.853,206693,0.56,0.0,-4.961,134.066,0.853
1179,September Song,JP Cooper,0.0561,0.623,220291,0.656,0.0,-5.608,95.878,0.371
1180,Still Got Time,ZAYN,0.131,0.748,188491,0.627,0.0,-6.029,120.963,0.513
1181,Location,Khalid,0.33,0.736,219080,0.449,0.000162,-11.462,80.126,0.322
1182,Scared to Be Lonely,Martin Garrix,0.0895,0.584,220883,0.54,0.0,-7.786,137.972,0.19
1183,Passionfruit,Drake,0.304,0.804,298941,0.459,0.0862,-11.556,111.963,0.372
1184,Shape of You,Ed Sheeran,0.581,0.825,233713,0.652,0.0,-3.183,95.977,0.933
1185,Wild Ones (feat. Sia),Flo Rida,0.0991,0.608,232947,0.86,0.0,-5.324,127.075,0.441
1186,Starships,Nicki Minaj,0.167,0.748,210627,0.727,0.0,-2.42,125.014,0.68
1187,Lollipop,Lil Wayne,0.0656,0.828,299333,0.433,0.000876,-9.716,148.073,0.446
1188,Time of Our Lives,Pitbull,0.0921,0.72,229360,0.802,0.0,-5.797,124.043,0.716
1189,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.0319,0.646,210960,0.795,0.0,-3.293,89.99,0.791
1190,Glad You Came,The Wanted,0.0643,0.755,198187,0.838,1.59e-05,-4.5,126.877,0.454
1191,Dynamite,Taio Cruz,0.00622,0.75,203867,0.78,0.0,-3.155,119.985,0.819
1192,Clique,JAY Z,0.0567,0.467,293533,0.564,0.0,-4.986,81.966,0.304
1193,Airplanes (feat. Hayley Williams of Paramore),B.o.B,0.11,0.66,180480,0.867,0.0,-4.285,93.033,0.376
1194,Trumpets,Jason Derulo,0.555,0.635,217419,0.691,0.0,-4.862,82.142,0.63
1195,Live Your Life - feat. Rihanna,T.I.,0.071,0.375,338853,0.862,0.0,-3.363,159.841,0.472
1196,Like A G6,Far East Movement,0.00738,0.352,216893,0.843,0.0,-7.983,165.29,0.716
1197,Feel This Moment,Pitbull,0.039,0.673,229507,0.758,0.0,-3.632,135.956,0.541
1198,Timber,Pitbull,0.0295,0.581,204160,0.963,0.0,-4.087,129.992,0.792
1199,Classic,MKTO,0.0384,0.72,175427,0.791,0.0,-4.689,102.071,0.767
1200,Titanium (feat. Sia),David Guetta,0.069,0.599,245041,0.803,0.137,-3.641,126.057,0.254
1201,E.T. - feat. Kanye West,Katy Perry,0.0181,0.62,229573,0.869,0.0,-5.252,151.684,0.769
1202,GDFR (feat. Sage The Gemini & Lookas),Flo Rida,0.000704,0.657,190186,0.827,0.00534,-4.036,145.889,0.698
1203,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.0525,0.715,207333,0.655,0.0,-6.425,95.078,0.557
1204,The Monster,Eminem,0.0514,0.786,250189,0.857,0.0,-3.765,110.038,0.602
1205,TiK ToK,Kesha,0.0746,0.755,199693,0.832,1.27e-06,-2.741,120.032,0.719
1206,Love You Like A Love Song,Selena Gomez & The Scene,0.0715,0.859,188453,0.697,0.0,-3.79,117.008,0.875
1207,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,0.112,0.612,212862,0.84,0.0,-3.145,129.042,0.441
1208,Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta,0.0762,0.809,195853,0.628,0.000371,-5.021,130.008,0.797
1209,Somebody,Natalie La Rose,0.000979,0.842,189907,0.531,1.34e-05,-8.729,105.013,0.758
1210,Maps,Maroon 5,0.0183,0.745,189959,0.714,0.0,-5.501,120.025,0.847
1211,Am I Wrong,Nico & Vinz,0.162,0.725,247520,0.68,2.13e-06,-5.465,119.939,0.753
1212,Umbrella,Rihanna,0.0117,0.579,275987,0.821,0.0,-4.616,174.063,0.561
1213,Counting Stars,OneRepublic,0.0649,0.663,257840,0.714,0.0,-4.944,121.99,0.471
1214,Turn Down for What,DJ Snake,0.00107,0.818,213733,0.799,0.128,-4.1,100.014,0.0953
1215,Get Lucky,Daft Punk,0.0378,0.81,369627,0.793,1.82e-06,-9.404,116.049,0.86
1216,A Dustland Fairytale,The Killers,0.0533,0.441,225160,0.87,3.7e-06,-4.845,134.469,0.281
1217,My House,Flo Rida,0.0215,0.688,192191,0.702,0.0,-4.792,94.006,0.731
1218,Best I Ever Had,Drake,0.219,0.427,257760,0.861,0.0,-4.874,161.776,0.581
1219,Stitches,Shawn Mendes,0.0196,0.592,206880,0.752,0.0,-6.589,74.784,0.73
1220,I Will Never Let You Down,Rita Ora,0.403,0.753,203467,0.801,0.0,-3.215,128.011,0.787
1221,Do I Wanna Know?,Arctic Monkeys,0.186,0.548,272394,0.532,0.000263,-7.596,85.03,0.428
1222,Cinema - Skrillex Remix,Benny Benassi,0.00901,0.635,307987,0.983,0.00799,-3.807,145.085,0.422
1223,Take Care,Drake,0.0431,0.697,277387,0.527,1.25e-05,-10.438,121.849,0.289
1224,Love Song,Sara Bareilles,0.0208,0.583,258827,0.786,0.0,-3.142,123.052,0.556
1225,Blurred Lines,Robin Thicke,0.00373,0.862,263827,0.608,6.14e-06,-4.762,120.002,0.825
1226,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,0.119,0.68,313787,0.489,2.86e-05,-7.837,74.04,0.261
1227,Beautiful Girls - Radio Disney Version,Sean Kingston,0.161,0.772,225560,0.648,0.0,-6.222,129.966,0.744
1228,Cool,Gwen Stefani,0.0532,0.709,189333,0.697,5.15e-05,-3.471,112.017,0.78
1229,Can’t Live Without,Hollyn,0.455,0.627,262853,0.56,0.0,-5.378,97.967,0.488
1230,Glimpse,Kim Walker-Smith,0.0394,0.567,217480,0.678,0.0,-6.642,141.951,0.381
1231,Broken Things,Matthew West,0.0495,0.547,187013,0.513,0.0,-7.451,110.54,0.262
1232,Even If,MercyMe,0.379,0.335,255160,0.582,2.67e-05,-5.09,110.522,0.13
1233,Home,Chris Tomlin,0.0363,0.468,219720,0.786,0.0,-2.757,84.992,0.479
1234,Nowhere,Sarah Reeves,0.648,0.322,228067,0.508,0.00297,-7.681,155.128,0.191
1235,Hills and Valleys (The Valleys Version),Tauren Wells,0.766,0.486,250123,0.331,0.0,-9.106,79.277,0.421
1236,Chain Breaker,Zach Williams,0.0189,0.475,195907,0.672,0.0,-5.925,77.857,0.382
1237,Clean,Natalie Grant,0.912,0.361,277973,0.236,7.79e-05,-7.781,147.309,0.184
1238,I Will,Citizen Way,0.447,0.519,245853,0.684,0.0,-3.746,133.943,0.293
1239,The Gospel,Ryan Stevenson,0.0353,0.576,254262,0.686,6.68e-05,-6.032,153.901,0.599
1240,Throne Room,Kim Walker-Smith,0.0342,0.511,284947,0.815,0.0,-6.317,128.004,0.245
1241,I Won't Let You Go - Radio Version,Switchfoot,0.0164,0.526,237467,0.692,0.0,-3.895,137.849,0.266
1242,Unfinished,Mandisa,0.0176,0.621,215050,0.674,0.0,-4.635,92.994,0.255
1243,Old Church Choir,Zach Williams,0.117,0.673,176453,0.813,0.0,-5.895,103.999,0.638
1244,Forgiven,Crowder,0.28,0.555,236667,0.663,0.0,-5.628,75.976,0.295
1245,Love Wins,Love and Theft,0.379,0.534,225933,0.508,0.0,-7.085,153.947,0.407
1246,I Have This Hope,Tenth Avenue North,0.199,0.422,204800,0.336,0.0,-7.199,108.009,0.0974
1247,In Awe,Hollyn,0.568,0.448,218133,0.412,5.68e-05,-7.877,133.881,0.308
1248,Oh My Soul,Casting Crowns,0.498,0.331,255173,0.427,0.0,-7.431,157.938,0.129
1249,You Redeem - Studio Version,Aaron Shust,0.0229,0.385,222400,0.663,0.0,-5.902,156.066,0.237
1250,Amen,Hunter Hayes,0.0141,0.447,212701,0.89,0.0,-4.563,93.894,0.331
1251,Brand New Life,Colton Dixon,0.0107,0.619,220840,0.733,0.0,-5.055,100.071,0.507
1252,Oceans (Where Feet May Fail) - Radio Version,Hillsong United,0.202,0.497,249640,0.604,0.0,-9.438,131.935,0.225
1253,O God Forgive Us,for KING & COUNTRY,0.587,0.464,205387,0.225,5.64e-06,-9.155,84.677,0.209
1254,Death Was Arrested,North Point InsideOut,0.0298,0.306,293331,0.742,0.0,-3.914,155.873,0.149
1255,Back To God,Reba McEntire,0.149,0.536,243013,0.711,0.0,-4.916,147.9,0.326
1256,Say The Word,Hillsong United,0.000767,0.429,264320,0.636,5.14e-05,-7.684,123.966,0.233
1257,On My Side,Kim Walker-Smith,0.627,0.295,252360,0.326,0.0,-6.125,126.704,0.136
1258,Bloom,Grayson Reed,0.0218,0.534,168040,0.933,0.0,-4.021,174.081,0.783
1259,Revival,Third Day,0.104,0.475,219280,0.92,0.0,-4.991,154.906,0.729
1260,Hold It All,Cody Carnes,0.415,0.436,248962,0.618,2.46e-06,-8.402,83.982,0.352
1261,Lifer,MercyMe,0.0458,0.704,201093,0.928,0.0,-3.422,113.981,0.96
1262,Now,Mallary Hope,0.0166,0.543,202039,0.944,0.0,-2.647,93.957,0.728
1263,Battles,The Afters,0.0108,0.534,235733,0.862,0.0,-4.282,104.012,0.435
1264,Prove Me Wrong,Mandisa,0.85,0.227,247020,0.309,0.0,-7.368,167.097,0.225
1265,Run the Race,Holly Starr,0.193,0.732,207052,0.606,1.25e-06,-5.21,115.985,0.637
1266,The Happy Song,Jamie Grace,0.322,0.659,167711,0.848,0.0,-3.273,166.009,0.961
1267,Find You Here,Ellie Holcomb,0.298,0.588,228453,0.58,0.0,-7.833,138.013,0.492
1268,Change The World (feat. Hollyn),Derek Minor,0.0875,0.353,199111,0.87,0.0,-5.386,135.045,0.308
1269,Rise,Kim Walker-Smith,0.225,0.696,230933,0.713,2.22e-06,-5.114,189.932,0.368
1270,Priceless,for KING & COUNTRY,0.00532,0.529,208520,0.769,0.0,-6.369,73.946,0.648
1271,Alive In You - Studio Version,Jesus Culture,0.000774,0.525,239999,0.657,0.0,-6.394,77.013,0.286
1272,What A Beautiful Name,Hillsong Worship,0.187,0.423,238200,0.502,0.0,-5.924,135.858,0.0968
1273,Beloved,Jordan Feliz,0.00497,0.574,240453,0.802,0.0,-4.801,128.062,0.52
1274,There Is a Cloud,Elevation Worship,0.000619,0.388,347893,0.542,0.0,-6.122,135.866,0.128
1275,Rise,Danny Gokey,0.0643,0.519,217800,0.907,0.0,-3.918,147.957,0.603
1276,Fearless,Jasmine Murray,0.00687,0.688,183413,0.843,0.0,-4.12,105.02,0.841
1277,Tears,Matt Hammitt,0.807,0.569,235680,0.484,9.35e-06,-6.536,122.08,0.308
1278,To Live Is Christ,Sidewalk Prophets,0.0024,0.547,228040,0.511,1.24e-06,-5.802,143.968,0.179
1279,Be The Change,Britt Nicole,0.0198,0.511,237453,0.831,0.0,-4.826,141.971,0.544
1280,Parachute,Joshua Micah,0.000937,0.676,200481,0.79,8.94e-05,-3.674,99.948,0.0484
1281,Where You Are (Reimagined),Hillsong Young & Free,0.0646,0.587,203937,0.791,0.0,-6.313,125.993,0.593
1282,The Cause Of Christ,Kari Jobe,0.183,0.389,297320,0.525,0.0,-7.941,143.919,0.0963
1283,King Of The World,Natalie Grant,0.105,0.528,216400,0.59,0.0,-6.682,118.031,0.113
1284,Come Alive (Dry Bones),Lauren Daigle,0.0326,0.37,235227,0.723,0.0,-4.774,149.923,0.117
1285,Even So Come - Radio Version/Live,Passion,0.0919,0.301,254373,0.762,0.0,-3.392,161.864,0.208
1286,"10,000 Reasons (Bless the Lord) [Radio Version]",Matt Redman,0.0839,0.459,256933,0.561,0.0,-7.091,144.784,0.298
1287,More Than Conquerors (Radio Version),Steven Curtis Chapman,0.0793,0.545,234199,0.576,0.0,-11.081,100.304,0.416
1288,TESTIFY,NEEDTOBREATHE,0.471,0.495,243800,0.71,0.0,-3.941,90.024,0.332
1289,Great Are You Lord (Radio Mix),one sonic society,0.0832,0.492,232379,0.656,0.0,-7.361,147.948,0.336
1290,Worthy Of Your Name - Studio,Passion,0.0551,0.401,307680,0.7,0.0,-5.07,81.049,0.171
1291,My All In All,Phil Wickham,0.00392,0.436,288253,0.836,1.12e-06,-4.884,147.978,0.314
1292,Love Broke Thru,tobyMac,0.0101,0.674,237146,0.895,0.0,-3.973,102.984,0.558
1293,Magnify,We Are Messengers,0.133,0.566,208627,0.766,0.0,-6.87,139.955,0.393
1294,The Cross Has The Final Word,Cody Carnes,0.157,0.211,252965,0.649,0.0,-7.28,150.11,0.289
1295,Eye of the Storm (feat. Gabe Real),Ryan Stevenson,0.196,0.305,331613,0.726,0.0,-6.375,82.673,0.547
1296,Black Colors,Victim Of Deception,0.000127,0.237,247533,0.99,0.0914,-3.331,151.545,0.169
1297,A Darkened Gospel,A Wake in Providence,1.51e-05,0.455,311217,0.994,0.0012,-4.584,125.035,0.0703
1298,Soil the Stillborn,Infant Annihilator,7.94e-06,0.236,239696,0.981,0.874,-2.635,160.114,0.129
1299,No Absolution,Thy Art Is Murder,0.00256,0.468,201783,0.998,0.0,-0.994,140.003,0.064
1300,Hearteater,To The Grave,0.000102,0.476,314907,0.962,0.106,-4.023,145.947,0.451
1301,Shapeless Abomination,Beyond the Extraction,8.35e-06,0.226,209563,0.553,0.0379,-9.169,129.255,0.323
1302,Dirty Waters,Into Oblivion,0.00105,0.495,263687,0.955,0.0551,-4.181,130.002,0.362
1303,Defiled,Hive,5.83e-05,0.296,229859,0.983,0.146,-2.999,115.003,0.231
1304,Negative,FRCTRD,1.84e-05,0.474,260706,0.925,0.901,-3.539,139.97,0.142
1305,Distorting of Perception,Until We Die,0.000168,0.406,180872,0.936,0.242,-4.564,139.922,0.26
1306,Ruin,Altered Perceptions,8.12e-05,0.173,267600,0.927,0.23,-5.22,99.131,0.183
1307,Fauxhammer,Black Tongue,1.01e-05,0.404,224812,0.989,0.556,-1.374,94.291,0.153
1308,Spiteful Nature,I Shall Devour,0.000393,0.456,217133,0.97,0.0432,-4.655,124.976,0.0399
1309,We Wait,I Declare War,0.0147,0.242,233796,0.96,0.0562,-4.112,169.896,0.199
1310,Plague of Immortality (feat. Dean Lamb Of Archspire),Within Destruction,4.42e-05,0.472,229640,0.942,0.823,-3.954,150.005,0.186
1311,Arrogance,Traitors,2.95e-05,0.227,244181,0.921,0.792,-6.149,175.167,0.116
1312,Inferiority,Neberu,5.73e-05,0.444,268187,0.943,0.00704,-4.955,119.945,0.292
1313,Senseless Order,Signs of the Swarm,8.53e-05,0.17,319582,0.866,0.976,-7.304,117.539,0.11
1314,Advent,Shotgun Surgeon,4.19e-05,0.276,294034,0.919,0.181,-3.773,116.038,0.149
1315,Venomous,Whitechapel,6.49e-05,0.401,264107,0.988,0.116,-4.104,155.356,0.191
1316,Substance Affliction,Advocates,7.53e-05,0.398,200525,0.974,0.0076,-2.823,129.983,0.245
1317,To Encompass and Eclipse,A Trust Unclean,0.000696,0.566,250647,0.986,0.0164,-5.016,127.515,0.15
1318,Rope,Obscure of Acacia,0.000103,0.39,192011,0.978,0.941,-4.209,100.221,0.102
1319,Permanent Intoxication,Mycelia,2.67e-05,0.336,282401,0.983,0.00362,-1.812,113.711,0.131
1320,Tremendous Strain,Science Of Sleep,0.00545,0.48,228923,0.984,0.283,-5.718,130.02,0.146
1321,Of Talons and Teeth,Reaping Asmodeia,0.000273,0.285,232999,0.989,0.797,-4.407,140.019,0.201
1322,Pitchblack,Walking Dead On Broadway,4.95e-05,0.428,221776,0.997,0.955,-3.587,149.998,0.0533
1323,Zerotonin 2,Darknet,0.000283,0.256,197684,0.98,0.0196,-5.107,94.99,0.11
1324,False Hope,The Machinist,0.000102,0.491,309734,0.928,0.363,-3.866,132.973,0.14
1325,1208,Extortionist,0.000673,0.274,198011,0.925,0.156,-5.204,161.25,0.102
